,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image,filename,price
985,42417,Unisex,Accessories,Accessories,Messenger Bag,Purple,Summer,2012,Casual,American Tourister Unisex Purple Messenger Bag,http://assets.myntassets.com/v1/images/style/properties/6b763aa4dcd9e287b442f0ebe3e26122_images.jpg,42417.jpg,220.0
5257,4775,Women,Apparel,Bottomwear,Track Pants,Black,Summer,2011,Sports,ADIDAS Women 3S Black Track Pants,http://assets.myntassets.com/v1/images/style/properties/03ce42065883b0f94450ebcd2fd8c912_images.jpg,4775.jpg,85.0
4504,42646,Women,Apparel,Topwear,Kurtas,Cream,Summer,2012,Ethnic,Alma Women Cream Printed Kurta,http://assets.myntassets.com/v1/images/style/properties/f7261c3eaf5368c535fcfffe059237ee_images.jpg,42646.jpg,70.0
6120,59178,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012,Casual,Gliders Men Light Brown Shoes,http://assets.myntassets.com/v1/images/style/properties/Gliders-Men-Light-Brown-Shoes_fe0da4dad0734820c6f404a448b9c18a_images.jpg,59178.jpg,30.0
6628,37599,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012,Casual,Madagascar3 Boys Yellow Printed T-Shirt,http://assets.myntassets.com/v1/images/style/properties/95f0c9f9ba20049284da8957d07f7e6a_images.jpg,37599.jpg,210.0
2924,17283,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011,Casual,U.S. Polo Assn. Men Stripes Brown Polo Tshirt,http://assets.myntassets.com/v1/images/style/properties/5df570bdc07dd6263f0cc1c2a6b40c20_images.jpg,17283.jpg,200.0
1513,6681,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,Nike Women's Izanami White Blue Shoe,http://assets.myntassets.com/v1/images/style/properties/a51cf697cc238b92eb39dc644a97fb7e_images.jpg,6681.jpg,155.0
6736,54000,Women,Accessories,Bags,Handbags,Cream,Summer,2012,Casual,Kiara Women Cream Handbag,http://assets.myntassets.com/v1/images/style/properties/Kiara-Women-Cream-Handbag_61741a4ccf1e46ad6dea8ddff4cd5da2_images.jpg,54000.jpg,105.0
4951,39927,Unisex,Accessories,Bags,Tablet Sleeve,Blue,Winter,2012,Casual,Tortoise Unisex Blue Tablet Sleeve,http://assets.myntassets.com/v1/images/style/properties/Tortoise-Unisex-Laptop-Sleeve_488d8e0dc5b8f0c5bc49363d631ce430_images.jpg,39927.jpg,190.0
9234,5727,Men,Footwear,Shoes,Casual Shoes,White,Summer,2011,Casual,Reebok Men's Blaze White Black Shoe,http://assets.myntassets.com/v1/images/style/properties/e2ec95a798aeb619bd3d61be2cd95938_images.jpg,5727.jpg,75.0
542,53795,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Puma Men Black T-shirt,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Black-T-shirt_d019196a9f38dbfea90a6f38649bfef6_images.jpg,53795.jpg,135.0
7634,11657,Women,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,Lee Women Printed Grey Tshirts,http://assets.myntassets.com/v1/images/style/properties/9c09f8041528337d53ec2aa811aca7e0_images.jpg,11657.jpg,45.0
7794,36278,Women,Apparel,Loungewear and Nightwear,Night suits,Lavender,Summer,2017,Casual,SDL by Sweet Dreams Women Lavender Night suits,http://assets.myntassets.com/v1/images/style/properties/081cc07c49e907219c8f9fe2672c7a1e_images.jpg,36278.jpg,135.0
5805,20715,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018,Smart Casual,Red Tape Men Black Leather Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/Red-Tape-Men-RTS---6151-BLK-Black-Casual-Shoes_75e89ac3afeed7405d895cf605be80d9_images.jpg,20715.jpg,45.0
9579,10175,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,United Colors of Benetton Men Wango Black Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/9bb4c8d766374626e362652350fc9872_images.jpg,10175.jpg,140.0
1374,2611,Women,Footwear,Shoes,Heels,Gold,Winter,2012,Casual,Carlton London Women Stylish Gold Flats,http://assets.myntassets.com/v1/images/style/properties/aa9703a664cfc1493cc14a0eab2af64b_images.jpg,2611.jpg,80.0
685,48582,Men,Accessories,Jewellery,Bracelet,Steel,Summer,2012,Casual,Revv Men Steel Bracelet,http://assets.myntassets.com/v1/images/style/properties/1e295b7875db19e9378ece6bb0bf23f8_images.jpg,48582.jpg,110.0
7242,28179,Men,Accessories,Eyewear,Sunglasses,Gold,Winter,2016,Casual,Ray-Ban Men Aviator Gold Sunglasses,http://assets.myntassets.com/v1/images/style/properties/Ray-Ban-Men-Aviator-Gold-Sunglasses037adea3060be5060f400c6ab75fbff9_images.jpg,28179.jpg,150.0
5623,38183,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual,Miami Blues Women Sunglasses,http://assets.myntassets.com/v1/images/style/properties/47a2243587cdcd65ca669a039fb6b1a5_images.jpg,38183.jpg,30.0
5284,3762,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011,Casual,Status Quo Men's Surfers Purple T-shirt,http://assets.myntassets.com/v1/images/style/properties/13f8c5bbeb79fef6bf1df9a2f1903a1f_images.jpg,3762.jpg,50.0
2366,26933,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual,Jealous 21 Women Black Top,http://assets.myntassets.com/v1/images/style/properties/7c438f34d78fa055012f7e7b9c7e2784_images.jpg,26933.jpg,220.0
3028,4721,Boys,Apparel,Topwear,Tshirts,Red,Summer,2011,Casual,Disney Kids Boy's Royal Sailing Red Teen Kidswear,http://assets.myntassets.com/v1/images/style/properties/6714d2ec4fa832ecbafb741dcc94bd77_images.jpg,4721.jpg,65.0
1843,53367,Unisex,Accessories,Bags,Backpacks,Pink,Summer,2012,Casual,Puma Unisex Pink Backpack,http://assets.myntassets.com/v1/images/style/properties/Puma-Women-Pink-Backpack_c8d0c1266f5092fbddf745d9ceb89004_images.jpg,53367.jpg,55.0
8707,19654,Women,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,United Colors of Benetton Women Printed Black Tshirt,http://assets.myntassets.com/v1/images/style/properties/0625e846c63682173284f638f0c69f28_images.jpg,19654.jpg,165.0
9862,5921,Women,Footwear,Shoes,Casual Shoes,White,Summer,2011,Casual,ADIDAS Women's Piona White Shoe,http://assets.myntassets.com/v1/images/style/properties/21fde2ba262b8efc27cf05dee8b7747d_images.jpg,5921.jpg,65.0
6228,58057,Women,Accessories,Jewellery,Earrings,Black,Fall,2012,Casual,Rreverie Pink Earrings,http://assets.myntassets.com/v1/images/style/properties/Rreverie-Pink-Earrings_aa65c8e9cfe8e62a7a6e0f09ddb41ba9_images.jpg,58057.jpg,115.0
2245,45006,Men,Accessories,Watches,Watches,Grey,Winter,2016,Casual,Maxima Men Attivo Digital Watch,http://assets.myntassets.com/v1/images/style/properties/057b2b93e3c1a299ebc79765b03e7b9a_images.jpg,45006.jpg,100.0
1205,47162,Men,Accessories,Belts,Belts,Brown,Summer,2012,Casual,Peter England Men Brown Belt,http://assets.myntassets.com/v1/images/style/properties/7f8d66409996e8eba33caf86e463463b_images.jpg,47162.jpg,145.0
6636,45985,Women,Apparel,Saree,Sarees,White,Summer,2012,Ethnic,Fabindia White Hand Printed Sari,http://assets.myntassets.com/v1/images/style/properties/4630a13f3e46fa792b209e4368892dfb_images.jpg,45985.jpg,50.0
4323,44925,Men,Apparel,Bottomwear,Trousers,Brown,Summer,2012,Casual,Jack & Jones Men Brown Jeans,http://assets.myntassets.com/v1/images/style/properties/f1cc4ba39328da840b7f7d2853f3506c_images.jpg,44925.jpg,225.0
5481,40923,Boys,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Gini and Jony Boys Jeans Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/a6c1602f1c5a72e2938ae4275a2c9652_images.jpg,40923.jpg,175.0
806,24850,Men,Accessories,Belts,Belts,Brown,Summer,2012,Formal,Indigo Nation Men Formal Brown Belts,http://assets.myntassets.com/v1/images/style/properties/319fda051993c59afd7733c81f1fe74e_images.jpg,24850.jpg,100.0
4129,22750,Women,Apparel,Topwear,Kurtas,White,Fall,2011,Ethnic,BIBA Women Printed White Kurta,http://assets.myntassets.com/v1/images/style/properties/ea77292dfb33a63e6de49f9731b6ae51_images.jpg,22750.jpg,130.0
3894,8581,Men,Apparel,Topwear,Waistcoat,Black,Fall,2011,Casual,Scullers Men Black Waistcoat,http://assets.myntassets.com/v1/images/style/properties/72d9d9e6e9bca3aeca648020008d3f0e_images.jpg,8581.jpg,215.0
8475,13164,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Skechers Men Diamondback Black Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/51372714a00f1206fda3098270434004_images.jpg,13164.jpg,200.0
4675,18265,Women,Apparel,Topwear,Kurtas,Pink,Fall,2011,Ethnic,Aneri Women Swara Pink Kurta,http://assets.myntassets.com/v1/images/style/properties/eaaae5e56b3b2e8710f84b89fb39d28a_images.jpg,18265.jpg,45.0
5044,30861,Women,Apparel,Topwear,Kurtas,Mustard,Summer,2012,Ethnic,Fabindia Women Mustard Kurta,http://assets.myntassets.com/v1/images/style/properties/6f1be3f2ec47e88d7c38fb0fe4860a02_images.jpg,30861.jpg,60.0
7417,3675,Men,Footwear,Shoes,Casual Shoes,White,Summer,2011,Casual,Fila Men's Chaser HI White Shoe,http://assets.myntassets.com/v1/images/style/properties/50e2bad126b73760ebe565cdbcce32c2_images.jpg,3675.jpg,210.0
2281,33429,Women,Accessories,Bags,Handbags,Teal,Fall,2012,Casual,Baggit Women Naughty Lips Teal Handbag,http://assets.myntassets.com/v1/images/style/properties/331a0cf4f78ef57aab8d3ff662be89f4_images.jpg,33429.jpg,220.0
6448,37555,Girls,Accessories,Gloves,Gloves,Pink,Summer,2012,Casual,Madagascar 3 Infants Girl Pink Mittens,http://assets.myntassets.com/v1/images/style/properties/6ee7be143e254ca6cc35134c634e8349_images.jpg,37555.jpg,210.0
6579,15259,Women,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,ADIDAS Originals Women Top Ten low Sleek White Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/4ddb9c7c0aff6391c9fc8a9bac827125_images.jpg,15259.jpg,175.0
9290,43877,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012,Casual,Puma Men White Drift Shoes,http://assets.myntassets.com/v1/images/style/properties/3c745efbdb40868d51a6a44b2b1e229e_images.jpg,43877.jpg,165.0
1016,20097,Women,Apparel,Topwear,Kurtas,White,Fall,2011,Ethnic,Diva Women Printed White Kurta,http://assets.myntassets.com/v1/images/style/properties/243b1ab77ab749c1d00811bca9538e83_images.jpg,20097.jpg,110.0
5209,16553,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Basics Men White Printed Polo T-shirt,http://assets.myntassets.com/v1/images/style/properties/a1d4729f233f015bc019ca383bb5ca81_images.jpg,16553.jpg,130.0
5441,48524,Women,Apparel,Dress,Dresses,White,Summer,2012,Casual,French Connection Women White Dress,http://assets.myntassets.com/v1/images/style/properties/51d1dc06f641054e87aaaab4a3218334_images.jpg,48524.jpg,225.0
8434,22075,Women,Apparel,Topwear,Kurtas,Off White,Fall,2011,Ethnic,Vishudh Women Self Printed Off White Kurta,http://assets.myntassets.com/v1/images/style/properties/f3938dcdacca04af4ca55f1a70ec8024_images.jpg,22075.jpg,80.0
9890,49373,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Vans Men Black Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/Vans-Men-Navy-Blue-Casual-Shoes_447e4000d1ccf389696ae9824dc4f46b_images.jpg,49373.jpg,130.0
1102,39344,Men,Apparel,Topwear,Tshirts,Green,Fall,2012,Casual,Mr. Men Green T-shirt,http://assets.myntassets.com/v1/images/style/properties/Mr-Men-Men-Green-T-shirt_51c5b37476b4f9996fc5155968976955_images.jpg,39344.jpg,30.0
8101,5123,Women,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual,Wrangler Women's Photo Print Olive T-shirt,http://assets.myntassets.com/v1/images/style/properties/35cf37a4f5790db4df69d8ae9d66667d_images.jpg,5123.jpg,55.0
8815,30127,Men,Apparel,Topwear,Tshirts,Green,Summer,2012,Casual,Flying Machine Men Green Polo T-shirt,http://assets.myntassets.com/v1/images/style/properties/943c29065589dbf074505bb3b7d50723_images.jpg,30127.jpg,170.0
4280,51256,Men,Accessories,Belts,Belts,Brown,Summer,2012,Formal,Park Avenue Men Brown Belt,http://assets.myntassets.com/v1/images/style/properties/a46f18b662b7174dafbf19b1bc6ad0bc_images.jpg,51256.jpg,50.0
5145,46815,Girls,Apparel,Topwear,Tops,Yellow,Summer,2012,Casual,Gini and Jony Girls Yellow Top,http://assets.myntassets.com/v1/images/style/properties/2ad3ea22b139c15808ad70da68f51ef6_images.jpg,46815.jpg,85.0
8493,5716,Men,Apparel,Topwear,Tshirts,Red,Summer,2011,Casual,Basics Men Red T-shirt,http://assets.myntassets.com/v1/images/style/properties/1af7ab0a8a2642548c05b74d9e1ce249_images.jpg,5716.jpg,105.0
1510,43106,Men,Personal Care,Fragrance,Deodorant,Yellow,Spring,2017,Casual,Reebok Men Reespark Deo,http://assets.myntassets.com/v1/images/style/properties/1c6e68626985fc6103987b74a3171d88_images.jpg,43106.jpg,200.0
9785,50295,Men,Accessories,Ties,Ties,Black,Summer,2012,Formal,Parx Men Black Tie,http://assets.myntassets.com/v1/images/style/properties/b7140ebc30829e731152e26c1236b2a1_images.jpg,50295.jpg,45.0
5946,44892,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Puma Men Black Polo T-shirt,http://assets.myntassets.com/v1/images/style/properties/c15314d8dc3f859d71d07890ce67e8f0_images.jpg,44892.jpg,175.0
2531,22751,Women,Apparel,Topwear,Kurtas,White,Fall,2011,Ethnic,BIBA Women Printed White Kurta,http://assets.myntassets.com/v1/images/style/properties/0047ef9e724e0303e922e002d1d03d8c_images.jpg,22751.jpg,45.0
6907,32410,Women,Apparel,Bottomwear,Leggings,Blue,Summer,2012,Sports,ADIDAS Women Blue Leggings,http://assets.myntassets.com/v1/images/style/properties/6d9b73aeec337ef4afcf20b2e6e6a49b_images.jpg,32410.jpg,165.0
256,31312,Women,Apparel,Topwear,Kurtas,Peach,Summer,2012,Ethnic,W Women Peach Kurta,http://assets.myntassets.com/v1/images/style/properties/8e6291cb947f1d35eb4ebc3c73baf1eb_images.jpg,31312.jpg,190.0
409,35128,Women,Accessories,Jewellery,Bracelet,Purple,Winter,2012,Casual,Allen Solly Woman Purple Bangle,http://assets.myntassets.com/v1/images/style/properties/dc28614f846de2d3dd6d2935f88c4a01_images.jpg,35128.jpg,85.0
273,26197,Men,Personal Care,Fragrance,Perfume and Body Mist,Green,Spring,2017,Casual,Formula 1 Go Men Perfume,http://assets.myntassets.com/v1/images/style/properties/ebe4131154706db0b3469237133343e2_images.jpg,26197.jpg,90.0
9397,54834,Women,Accessories,Bags,Handbags,Brown,Summer,2012,Casual,Ivory Tag Dazzling Rossete Brown Sling Bag,http://assets.myntassets.com/v1/images/style/properties/Ivory-Tag-Women-brown-Sling-Bag_31c79360d7b44f15bb7b367f2af88e53_images.jpg,54834.jpg,145.0
7435,49727,Men,Accessories,Ties,Ties,Navy Blue,Summer,2012,Formal,Park Avenue Men Navy Blue Tie,http://assets.myntassets.com/v1/images/style/properties/Park-Avenue-Men-Navy-Blue-Tie_a438801a9c3acb1a1d130a3489211e93_images.jpg,49727.jpg,90.0
3979,13427,Men,Apparel,Topwear,Tshirts,Red,Summer,2011,Casual,United Colors of Benetton Men Printed Red Tshirts,http://assets.myntassets.com/v1/images/style/properties/241e2af85e5a545a7c09505cf0c0029c_images.jpg,13427.jpg,205.0
9325,20941,Men,Footwear,Flip Flops,Flip Flops,Orange,Fall,2011,Casual,ADIDAS Men Adi Cells Orange Flip Flops,http://assets.myntassets.com/v1/images/style/properties/ac7ae0b044ecae1096ba27a02d3e4ec0_images.jpg,20941.jpg,115.0
3019,6076,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,UCB Men's Polo Neck Striper White Yellow T-shirt,http://assets.myntassets.com/v1/images/style/properties/e41a38d262aa422b38f88c10c4e21660_images.jpg,6076.jpg,145.0
4003,28468,Women,Apparel,Topwear,Tshirts,Lavender,Summer,2012,Casual,Urban Yoga Women Printed Lavender T-shirt,http://assets.myntassets.com/v1/images/style/properties/85b5ffe9e173bcf4e32f06311930b0d7_images.jpg,28468.jpg,175.0
5121,13019,Women,Footwear,Shoes,Heels,Pink,Winter,2012,Casual,Inc 5 Women Casual Pink Heels,http://assets.myntassets.com/v1/images/style/properties/8881528ff96ecd155fca58d9aa3724d2_images.jpg,13019.jpg,150.0
9255,27360,Men,Apparel,Topwear,Tshirts,Maroon,Fall,2011,Casual,Tantra Men After The Fight Maroon T-shirt,http://assets.myntassets.com/v1/images/style/properties/c570666fd60c385141dc873cf6bc48ef_images.jpg,27360.jpg,75.0
9725,25000,Women,Apparel,Bottomwear,Capris,Black,Summer,2012,Casual,United Colors of Benetton Women Black Capris,http://assets.myntassets.com/v1/images/style/properties/ed16099ddffac72b7f5fd58e2159c817_images.jpg,25000.jpg,145.0
5734,14376,Women,Footwear,Shoes,Flats,Black,Winter,2015,Casual,Catwalk Women Black Ballerinas,http://assets.myntassets.com/v1/images/style/properties/2e27c74a8d5e549da19d612ca5ccf46c_images.jpg,14376.jpg,110.0
9481,41511,Men,Accessories,Headwear,Caps,Blue,Summer,2012,Casual,Basics Men Blue Beret Cap,http://assets.myntassets.com/v1/images/style/properties/b19e6907d5c49d2b2e49eceeb3523dc5_images.jpg,41511.jpg,135.0
5116,58577,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Puma Men Black T-shirt,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Black-T-shirt_f2e35a04e2420889b26f1311a670f1e7_images.jpg,58577.jpg,80.0
8104,34173,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012,Casual,Gini and Jony Boys Printed Yellow T-shirt,http://assets.myntassets.com/v1/images/style/properties/08c1000da5ba9fd9563b7247b897d798_images.jpg,34173.jpg,135.0
1682,55438,Women,Personal Care,Lips,Lipstick,Pink,Spring,2017,Casual,Revlon Mauve Colorburst Lipstick 005,http://assets.myntassets.com/v1/images/style/properties/Revlon-Mauve-Colorburst-Lipstick-005_b61f9fdc37ed711ae30cde4249f4722b_images.jpg,55438.jpg,120.0
5104,16933,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,Inkfruit Men Green Awesome Printed T-Shirt,http://assets.myntassets.com/v1/images/style/properties/3a3fb99c64965cd71520b5660863bffc_images.jpg,16933.jpg,80.0
5964,38342,Girls,Apparel,Topwear,Tops,White,Summer,2012,Casual,Mr. Men Little Miss Girls White Top,http://assets.myntassets.com/v1/images/style/properties/be06f524c657558ce1e79871f64edcb6_images.jpg,38342.jpg,220.0
442,12960,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,ADIDAS Men Sports White Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/81780f9a8eebc7fb3d57ffffa7f455ae_images.jpg,12960.jpg,35.0
6368,35692,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012,Casual,U.S. Polo Assn. Men White Shoes,http://assets.myntassets.com/v1/images/style/properties/312ccef5ff3a95b0c0e3c396af2923a2_images.jpg,35692.jpg,110.0
9249,47285,Women,Apparel,Topwear,Tshirts,Peach,Summer,2012,Casual,Myntra Women Pack of 3 T-shirts,http://assets.myntassets.com/v1/images/style/properties/6a201f98896f899e00b0cc47bac7b124_images.jpg,47285.jpg,80.0
1052,38606,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Nike Men Printed Boxed White T-shirt,http://assets.myntassets.com/v1/images/style/properties/7755ec2ed4dab765f8bf3177aee05763_images.jpg,38606.jpg,135.0
380,55039,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017,Casual,Lakme Absolute Matte Merlot Lipstick 45,http://assets.myntassets.com/v1/images/style/properties/Lakme-Absolute-Matte-Merlot-Lipstick-45_bc13569d8288f127c70c917c9c75bb24_images.jpg,55039.jpg,90.0
6419,31464,Women,Apparel,Bottomwear,Capris,Black,Summer,2012,Sports,Nike Women Training Green Capris,http://assets.myntassets.com/v1/images/style/properties/fe0e4a9ece562ec0dc29f82c2bc16feb_images.jpg,31464.jpg,135.0
9239,39854,Boys,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Gini and Jony Boys Printed White T-Shirt,http://assets.myntassets.com/v1/images/style/properties/166adc34a17751d729ef1c95abfef054_images.jpg,39854.jpg,65.0
5711,13395,Men,Apparel,Topwear,Shirts,Purple,Summer,2011,Casual,United Colors of Benetton Men Check Purple Shirts,http://assets.myntassets.com/v1/images/style/properties/ab6a942b576d6fd1235dca3ce7675751_images.jpg,13395.jpg,120.0
4221,14656,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Probase Men Funky Print White Tshirts,http://assets.myntassets.com/v1/images/style/properties/6d1d70d2b9dcd57f2677f3efdf761329_images.jpg,14656.jpg,65.0
5727,24725,Unisex,Accessories,Bags,Backpacks,Purple,Summer,2012,Casual,United Colors of Benetton Unisex Purple Backpack,http://assets.myntassets.com/v1/images/style/properties/United-Colors-of-Benetton-Unisex-Purple-Backpack_33164b5051cfc6cff2e3d6bc5c3e1777_images.jpg,24725.jpg,210.0
2092,28608,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Nike Men Dart VII Leather White Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/06ba34f3cad51f867551ef7860e55f08_images.jpg,28608.jpg,225.0
4941,58910,Men,Accessories,Ties,Ties,Blue,Summer,2012,Casual,Hakashi Men Blue Silk Tie,http://assets.myntassets.com/v1/images/style/properties/Hakashi-Men-Blue-Tie_2f1b805988a769ea415559c3696b02db_images.jpg,58910.jpg,165.0
420,3953,Women,Apparel,Topwear,Tshirts,Red,Summer,2011,Casual,Jealous 21 Women's Red Peace T-shirt,http://assets.myntassets.com/v1/images/style/properties/812fff8546b72c2f4bea1cf9a0ac0f13_images.jpg,3953.jpg,55.0
7826,19061,Women,Apparel,Topwear,Kurtis,Red,Fall,2011,Ethnic,Aurelia Women Printed Red Kurti,http://assets.myntassets.com/v1/images/style/properties/82e1f6da107ce2ddfd55a6baab802853_images.jpg,19061.jpg,185.0
229,4524,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports,Puma Men's YugoRun Black White Shoe,http://assets.myntassets.com/v1/images/style/properties/fae0ae76d008674551fbdbb64988ea51_images.jpg,4524.jpg,100.0
8582,22081,Women,Apparel,Topwear,Kurtas,Sea Green,Fall,2011,Ethnic,Vishudh Women Sea Green Floral Printed Kurta,http://assets.myntassets.com/v1/images/style/properties/d7ca66da47678aa1f4577648e81e2025_images.jpg,22081.jpg,120.0
5649,40604,Women,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic,Span Women Green Kurta,http://assets.myntassets.com/v1/images/style/properties/58080d5c98890026671908d24b574fe3_images.jpg,40604.jpg,225.0
9596,13394,Men,Apparel,Topwear,Shirts,White,Summer,2011,Casual,United Colors of Benetton Men Check White Shirts,http://assets.myntassets.com/v1/images/style/properties/be69cdcfd2acee6a506fc3833d02e11b_images.jpg,13394.jpg,95.0
4326,39571,Women,Footwear,Shoes,Heels,Black,Winter,2015,Casual,Catwalk Women Black Flats,http://assets.myntassets.com/v1/images/style/properties/f9c69de6fde250bf33430a5e4c2e1913_images.jpg,39571.jpg,55.0
5163,36702,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017,Casual,Yves Saint Laurent Men Kouros Perfume,http://assets.myntassets.com/v1/images/style/properties/73aca27d42e437d0ca54c32a971d071e_images.jpg,36702.jpg,90.0
5944,1729,Unisex,Footwear,Shoes,Casual Shoes,White,Spring,2011,Casual,Newfeel Unisex White Shoes,http://assets.myntassets.com/v1/images/style/properties/09d18d2f06886f9e3e996e6ae2e29e04_images.jpg,1729.jpg,225.0
88,33822,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Puma Men Axis White & Grey Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/52ad8ae288ba080d88a116b3c70305ec_images.jpg,33822.jpg,75.0
1478,32357,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Q&Q Men Black Dial Watch,http://assets.myntassets.com/v1/images/style/properties/Q-Q-Men-Black-Dial-Watch_0c1ea9bff3e04e60203ef1c74c608759_images.jpg,32357.jpg,120.0
8718,14379,Women,Footwear,Shoes,Heels,Beige,Winter,2015,Casual,Catwalk Women Casual Beige Heels,http://assets.myntassets.com/v1/images/style/properties/4a0fd2af790100ec17227dcbe93fcacc_images.jpg,14379.jpg,190.0
7312,34370,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Myntra Men Black Jazzy Moves T-shirt,http://assets.myntassets.com/v1/images/style/properties/d5b9c148884832108c757adf774a1d20_images.jpg,34370.jpg,195.0
9073,14384,Women,Footwear,Shoes,Heels,Blue,Winter,2015,Casual,Catwalk Women Casual Blue Flats,http://assets.myntassets.com/v1/images/style/properties/541923de4b0acf7a60d6ec83e437f542_images.jpg,14384.jpg,120.0
4742,41834,Men,Footwear,Shoes,Casual Shoes,Black,Spring,2013,Casual,Skechers Men Black Shoes,http://assets.myntassets.com/v1/images/style/properties/2c64a9788774d5c1ac0e149b20a61a7f_images.jpg,41834.jpg,25.0
775,48112,Women,Accessories,Belts,Belts,Brown,Summer,2012,Casual,Fossil Women Brown Belt,http://assets.myntassets.com/v1/images/style/properties/6e0e3cadb479ef0bcc1e7b328e14fdd7_images.jpg,48112.jpg,25.0
5967,39290,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018,Casual,Red Chief Men Brown Shoes,http://assets.myntassets.com/v1/images/style/properties/a32968cb2797f7be610b31d09f9b5f08_images.jpg,39290.jpg,185.0
7546,20589,Women,Accessories,Wallets,Wallets,Beige,Winter,2015,Casual,Baggit Women Taj Beige Wallet,http://assets.myntassets.com/v1/images/style/properties/b304068844e4ec08ea98611082af1d80_images.jpg,20589.jpg,180.0
9781,54635,Men,Accessories,Watches,Watches,Grey,Winter,2016,Casual,Fastrack Men Grey Dial Watch,http://assets.myntassets.com/v1/images/style/properties/Fastrack-Men-Grey-Dial-Watch_5a831b9ea95635ad3a9d4bb1541a198a_images.jpg,54635.jpg,80.0
98,28456,Women,Apparel,Bottomwear,Skirts,Blue,Summer,2012,Sports,Urban Yoga Women Blue Skirt With Leggings,http://assets.myntassets.com/v1/images/style/properties/c3a37f190933411b11c0fa488bc8bc4d_images.jpg,28456.jpg,80.0
570,12197,Men,Apparel,Topwear,Tshirts,Orange,Summer,2013,Casual,Basics Men Orange Polo T-shirt,http://assets.myntassets.com/v1/images/style/properties/18df81e244e799aeac9f715dd9465b2d_images.jpg,12197.jpg,80.0
2252,10204,Women,Accessories,Bags,Handbags,Purple,Winter,2015,Casual,Murcia Women Hahk Purple Handbags,http://assets.myntassets.com/v1/images/style/properties/db58e608dad2c712e97b28c879670c51_images.jpg,10204.jpg,195.0
5404,34856,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Vans Men Classic Slip-On Black Shoes,http://assets.myntassets.com/v1/images/style/properties/89ee9427e4bb4bb8fcb173bc0bafdf5b_images.jpg,34856.jpg,220.0
514,25371,Men,Apparel,Innerwear,Innerwear Vests,Maroon,Summer,2016,Casual,Levis Men Maroon Innerwear Vest,http://assets.myntassets.com/v1/images/style/properties/b6ba990c288d73cee599dedcd27e1098_images.jpg,25371.jpg,160.0
